ISO,Year,Month,Zone,Zone_Name,Avg_DA_LMP
ISONE,2016,1,4000_ISONE,ISO NE CA,38.6
ISONE,2016,1,4001_Maine,ME,37.21
ISONE,2016,1,4002_NH,NH,38.36
ISONE,2016,1,4003_Vermont,VT,38.4
ISONE,2016,1,4004_Connecticut,CT,38.35
ISONE,2016,1,4005_Rhode_Island,RI,38.54
ISONE,2016,1,4006_SEMA,SEMA,38.73
ISONE,2016,1,4007_WCMA,WCMA,38.68
ISONE,2016,1,4008_NEMA,NEMA,38.63
ISONE,2016,2,4000_ISONE,ISO NE CA,29.9
ISONE,2016,2,4001_Maine,ME,28.62
ISONE,2016,2,4002_NH,NH,29.57
ISONE,2016,2,4003_Vermont,VT,29.79
ISONE,2016,2,4004_Connecticut,CT,29.89
ISONE,2016,2,4005_Rhode_Island,RI,29.93
ISONE,2016,2,4006_SEMA,SEMA,30.12
ISONE,2016,2,4007_WCMA,WCMA,29.97
ISONE,2016,2,4008_NEMA,NEMA,29.83
ISONE,2016,3,4000_ISONE,ISO NE CA,20.62
ISONE,2016,3,4001_Maine,ME,19.97
ISONE,2016,3,4002_NH,NH,20.52
ISONE,2016,3,4003_Vermont,VT,20.53
ISONE,2016,3,4004_Connecticut,CT,20.57
ISONE,2016,3,4005_Rhode_Island,RI,20.52
ISONE,2016,3,4006_SEMA,SEMA,20.73
ISONE,2016,3,4007_WCMA,WCMA,20.66
ISONE,2016,3,4008_NEMA,NEMA,20.69
ISONE,2016,4,4000_ISONE,ISO NE CA,28.36
ISONE,2016,4,4001_Maine,ME,27.72
ISONE,2016,4,4002_NH,NH,28.18
ISONE,2016,4,4003_Vermont,VT,27.91
ISONE,2016,4,4004_Connecticut,CT,28.11
ISONE,2016,4,4005_Rhode_Island,RI,28.3
ISONE,2016,4,4006_SEMA,SEMA,28.43
ISONE,2016,4,4007_WCMA,WCMA,28.33
ISONE,2016,4,4008_NEMA,NEMA,28.43
ISONE,2016,5,4000_ISONE,ISO NE CA,21.24
ISONE,2016,5,4001_Maine,ME,20.82
ISONE,2016,5,4002_NH,NH,21.12
ISONE,2016,5,4003_Vermont,VT,21.06
ISONE,2016,5,4004_Connecticut,CT,21.24
ISONE,2016,5,4005_Rhode_Island,RI,20.99
ISONE,2016,5,4006_SEMA,SEMA,21.02
ISONE,2016,5,4007_WCMA,WCMA,21.26
ISONE,2016,5,4008_NEMA,NEMA,21.18
ISONE,2016,6,4000_ISONE,ISO NE CA,22.61
ISONE,2016,6,4001_Maine,ME,22.28
ISONE,2016,6,4002_NH,NH,22.63
ISONE,2016,6,4003_Vermont,VT,22.83
ISONE,2016,6,4004_Connecticut,CT,22.94
ISONE,2016,6,4005_Rhode_Island,RI,22.43
ISONE,2016,6,4006_SEMA,SEMA,22.45
ISONE,2016,6,4007_WCMA,WCMA,22.75
ISONE,2016,6,4008_NEMA,NEMA,23.04
ISONE,2016,7,4000_ISONE,ISO NE CA,31.12
ISONE,2016,7,4001_Maine,ME,30.09
ISONE,2016,7,4002_NH,NH,30.98
ISONE,2016,7,4003_Vermont,VT,31.34
ISONE,2016,7,4004_Connecticut,CT,31.5
ISONE,2016,7,4005_Rhode_Island,RI,30.87
ISONE,2016,7,4006_SEMA,SEMA,30.96
ISONE,2016,7,4007_WCMA,WCMA,31.28
ISONE,2016,7,4008_NEMA,NEMA,31.63
ISONE,2016,8,4000_ISONE,ISO NE CA,35.54
ISONE,2016,8,4001_Maine,ME,34.52
ISONE,2016,8,4002_NH,NH,35.41
ISONE,2016,8,4003_Vermont,VT,35.67
ISONE,2016,8,4004_Connecticut,CT,35.62
ISONE,2016,8,4005_Rhode_Island,RI,35.38
ISONE,2016,8,4006_SEMA,SEMA,35.76
ISONE,2016,8,4007_WCMA,WCMA,35.63
ISONE,2016,8,4008_NEMA,NEMA,35.55
ISONE,2016,9,4000_ISONE,ISO NE CA,28.62
ISONE,2016,9,4001_Maine,ME,28.14
ISONE,2016,9,4002_NH,NH,28.54
ISONE,2016,9,4003_Vermont,VT,28.7
ISONE,2016,9,4004_Connecticut,CT,29.07
ISONE,2016,9,4005_Rhode_Island,RI,28.4
ISONE,2016,9,4006_SEMA,SEMA,28.59
ISONE,2016,9,4007_WCMA,WCMA,28.7
ISONE,2016,9,4008_NEMA,NEMA,34.61
ISONE,2016,10,4000_ISONE,ISO NE CA,21.98
ISONE,2016,10,4001_Maine,ME,21.98
ISONE,2016,10,4002_NH,NH,22.07
ISONE,2016,10,4003_Vermont,VT,21.89
ISONE,2016,10,4004_Connecticut,CT,21.86
ISONE,2016,10,4005_Rhode_Island,RI,22.09
ISONE,2016,10,4006_SEMA,SEMA,22.79
ISONE,2016,10,4007_WCMA,WCMA,22.12
ISONE,2016,10,4008_NEMA,NEMA,24.68
ISONE,2016,11,4000_ISONE,ISO NE CA,25.0
ISONE,2016,11,4001_Maine,ME,24.64
ISONE,2016,11,4002_NH,NH,24.9
ISONE,2016,11,4003_Vermont,VT,24.52
ISONE,2016,11,4004_Connecticut,CT,24.83
ISONE,2016,11,4005_Rhode_Island,RI,24.87
ISONE,2016,11,4006_SEMA,SEMA,24.96
ISONE,2016,11,4007_WCMA,WCMA,25.04
ISONE,2016,11,4008_NEMA,NEMA,25.99
ISONE,2016,12,4000_ISONE,ISO NE CA,53.28
ISONE,2016,12,4001_Maine,ME,52.42
ISONE,2016,12,4002_NH,NH,52.96
ISONE,2016,12,4003_Vermont,VT,52.81
ISONE,2016,12,4004_Connecticut,CT,52.78
ISONE,2016,12,4005_Rhode_Island,RI,53.12
ISONE,2016,12,4006_SEMA,SEMA,53.53
ISONE,2016,12,4007_WCMA,WCMA,53.29
ISONE,2016,12,4008_NEMA,NEMA,53.23
ISONE,2017,1,4000_ISONE,ISO NE CA,40.3
ISONE,2017,1,4001_Maine,ME,39.49
ISONE,2017,1,4002_NH,NH,40.09
ISONE,2017,1,4003_Vermont,VT,39.72
ISONE,2017,1,4004_Connecticut,CT,40.04
ISONE,2017,1,4005_Rhode_Island,RI,40.14
ISONE,2017,1,4006_SEMA,SEMA,40.17
ISONE,2017,1,4007_WCMA,WCMA,40.35
ISONE,2017,1,4008_NEMA,NEMA,40.22
ISONE,2017,2,4000_ISONE,ISO NE CA,30.02
ISONE,2017,2,4001_Maine,ME,29.46
ISONE,2017,2,4002_NH,NH,30.04
ISONE,2017,2,4003_Vermont,VT,29.83
ISONE,2017,2,4004_Connecticut,CT,30.24
ISONE,2017,2,4005_Rhode_Island,RI,29.94
ISONE,2017,2,4006_SEMA,SEMA,29.97
ISONE,2017,2,4007_WCMA,WCMA,30.12
ISONE,2017,2,4008_NEMA,NEMA,30.33
ISONE,2017,3,4000_ISONE,ISO NE CA,35.78
ISONE,2017,3,4001_Maine,ME,34.54
ISONE,2017,3,4002_NH,NH,35.32
ISONE,2017,3,4003_Vermont,VT,35.27
ISONE,2017,3,4004_Connecticut,CT,36.07
ISONE,2017,3,4005_Rhode_Island,RI,35.53
ISONE,2017,3,4006_SEMA,SEMA,35.58
ISONE,2017,3,4007_WCMA,WCMA,35.9
ISONE,2017,3,4008_NEMA,NEMA,35.57
ISONE,2017,4,4000_ISONE,ISO NE CA,29.23
ISONE,2017,4,4001_Maine,ME,28.65
ISONE,2017,4,4002_NH,NH,29.23
ISONE,2017,4,4003_Vermont,VT,28.57
ISONE,2017,4,4004_Connecticut,CT,29.71
ISONE,2017,4,4005_Rhode_Island,RI,28.9
ISONE,2017,4,4006_SEMA,SEMA,29.1
ISONE,2017,4,4007_WCMA,WCMA,29.33
ISONE,2017,4,4008_NEMA,NEMA,29.24
ISONE,2017,5,4000_ISONE,ISO NE CA,27.31
ISONE,2017,5,4001_Maine,ME,25.15
ISONE,2017,5,4002_NH,NH,26.26
ISONE,2017,5,4003_Vermont,VT,26.51
ISONE,2017,5,4004_Connecticut,CT,27.56
ISONE,2017,5,4005_Rhode_Island,RI,27.15
ISONE,2017,5,4006_SEMA,SEMA,27.34
ISONE,2017,5,4007_WCMA,WCMA,27.34
ISONE,2017,5,4008_NEMA,NEMA,27.76
ISONE,2017,6,4000_ISONE,ISO NE CA,25.48
ISONE,2017,6,4001_Maine,ME,24.79
ISONE,2017,6,4002_NH,NH,25.08
ISONE,2017,6,4003_Vermont,VT,25.39
ISONE,2017,6,4004_Connecticut,CT,26.02
ISONE,2017,6,4005_Rhode_Island,RI,25.32
ISONE,2017,6,4006_SEMA,SEMA,25.34
ISONE,2017,6,4007_WCMA,WCMA,25.59
ISONE,2017,6,4008_NEMA,NEMA,25.47
ISONE,2017,7,4000_ISONE,ISO NE CA,27.6
ISONE,2017,7,4001_Maine,ME,27.0
ISONE,2017,7,4002_NH,NH,27.66
ISONE,2017,7,4003_Vermont,VT,27.67
ISONE,2017,7,4004_Connecticut,CT,27.92
ISONE,2017,7,4005_Rhode_Island,RI,27.46
ISONE,2017,7,4006_SEMA,SEMA,27.56
ISONE,2017,7,4007_WCMA,WCMA,27.74
ISONE,2017,7,4008_NEMA,NEMA,27.59
ISONE,2017,8,4000_ISONE,ISO NE CA,24.9
ISONE,2017,8,4001_Maine,ME,24.56
ISONE,2017,8,4002_NH,NH,24.98
ISONE,2017,8,4003_Vermont,VT,25.06
ISONE,2017,8,4004_Connecticut,CT,25.14
ISONE,2017,8,4005_Rhode_Island,RI,24.75
ISONE,2017,8,4006_SEMA,SEMA,24.79
ISONE,2017,8,4007_WCMA,WCMA,25.02
ISONE,2017,8,4008_NEMA,NEMA,24.84
ISONE,2017,9,4000_ISONE,ISO NE CA,23.57
ISONE,2017,9,4001_Maine,ME,23.96
ISONE,2017,9,4002_NH,NH,23.74
ISONE,2017,9,4003_Vermont,VT,23.78
ISONE,2017,9,4004_Connecticut,CT,23.9
ISONE,2017,9,4005_Rhode_Island,RI,23.29
ISONE,2017,9,4006_SEMA,SEMA,23.27
ISONE,2017,9,4007_WCMA,WCMA,23.67
ISONE,2017,9,4008_NEMA,NEMA,23.72
ISONE,2017,10,4000_ISONE,ISO NE CA,29.74
ISONE,2017,10,4001_Maine,ME,28.8
ISONE,2017,10,4002_NH,NH,29.34
ISONE,2017,10,4003_Vermont,VT,29.39
ISONE,2017,10,4004_Connecticut,CT,29.55
ISONE,2017,10,4005_Rhode_Island,RI,29.32
ISONE,2017,10,4006_SEMA,SEMA,29.45
ISONE,2017,10,4007_WCMA,WCMA,29.83
ISONE,2017,10,4008_NEMA,NEMA,29.94
ISONE,2017,11,4000_ISONE,ISO NE CA,34.01
ISONE,2017,11,4001_Maine,ME,33.05
ISONE,2017,11,4002_NH,NH,33.82
ISONE,2017,11,4003_Vermont,VT,33.58
ISONE,2017,11,4004_Connecticut,CT,33.6
ISONE,2017,11,4005_Rhode_Island,RI,33.71
ISONE,2017,11,4006_SEMA,SEMA,34.14
ISONE,2017,11,4007_WCMA,WCMA,34.04
ISONE,2017,11,4008_NEMA,NEMA,34.27
ISONE,2017,12,4000_ISONE,ISO NE CA,71.31
ISONE,2017,12,4001_Maine,ME,69.63
ISONE,2017,12,4002_NH,NH,71.06
ISONE,2017,12,4003_Vermont,VT,70.89
ISONE,2017,12,4004_Connecticut,CT,69.59
ISONE,2017,12,4005_Rhode_Island,RI,71.15
ISONE,2017,12,4006_SEMA,SEMA,71.63
ISONE,2017,12,4007_WCMA,WCMA,71.33
ISONE,2017,12,4008_NEMA,NEMA,71.6
ISONE,2018,1,4000_ISONE,ISO NE CA,108.75
ISONE,2018,1,4001_Maine,ME,102.23
ISONE,2018,1,4002_NH,NH,106.78
ISONE,2018,1,4003_Vermont,VT,107.25
ISONE,2018,1,4004_Connecticut,CT,107.21
ISONE,2018,1,4005_Rhode_Island,RI,109.11
ISONE,2018,1,4006_SEMA,SEMA,108.81
ISONE,2018,1,4007_WCMA,WCMA,108.74
ISONE,2018,1,4008_NEMA,NEMA,108.47
ISONE,2018,2,4000_ISONE,ISO NE CA,39.58
ISONE,2018,2,4001_Maine,ME,38.45
ISONE,2018,2,4002_NH,NH,39.34
ISONE,2018,2,4003_Vermont,VT,39.35
ISONE,2018,2,4004_Connecticut,CT,39.34
ISONE,2018,2,4005_Rhode_Island,RI,39.52
ISONE,2018,2,4006_SEMA,SEMA,39.53
ISONE,2018,2,4007_WCMA,WCMA,39.66
ISONE,2018,2,4008_NEMA,NEMA,39.49
ISONE,2018,3,4000_ISONE,ISO NE CA,35.37
ISONE,2018,3,4001_Maine,ME,33.88
ISONE,2018,3,4002_NH,NH,35.19
ISONE,2018,3,4003_Vermont,VT,35.01
ISONE,2018,3,4004_Connecticut,CT,35.21
ISONE,2018,3,4005_Rhode_Island,RI,35.37
ISONE,2018,3,4006_SEMA,SEMA,35.63
ISONE,2018,3,4007_WCMA,WCMA,35.43
ISONE,2018,3,4008_NEMA,NEMA,35.41
ISONE,2018,4,4000_ISONE,ISO NE CA,45.0
ISONE,2018,4,4001_Maine,ME,41.02
ISONE,2018,4,4002_NH,NH,44.68
ISONE,2018,4,4003_Vermont,VT,44.09
ISONE,2018,4,4004_Connecticut,CT,44.56
ISONE,2018,4,4005_Rhode_Island,RI,45.44
ISONE,2018,4,4006_SEMA,SEMA,46.5
ISONE,2018,4,4007_WCMA,WCMA,45.08
ISONE,2018,4,4008_NEMA,NEMA,46.95
ISONE,2018,5,4000_ISONE,ISO NE CA,24.04
ISONE,2018,5,4001_Maine,ME,22.83
ISONE,2018,5,4002_NH,NH,24.02
ISONE,2018,5,4003_Vermont,VT,23.92
ISONE,2018,5,4004_Connecticut,CT,24.19
ISONE,2018,5,4005_Rhode_Island,RI,23.94
ISONE,2018,5,4006_SEMA,SEMA,24.08
ISONE,2018,5,4007_WCMA,WCMA,24.15
ISONE,2018,5,4008_NEMA,NEMA,24.15
ISONE,2018,6,4000_ISONE,ISO NE CA,26.82
ISONE,2018,6,4001_Maine,ME,26.41
ISONE,2018,6,4002_NH,NH,26.88
ISONE,2018,6,4003_Vermont,VT,26.85
ISONE,2018,6,4004_Connecticut,CT,27.22
ISONE,2018,6,4005_Rhode_Island,RI,26.62
ISONE,2018,6,4006_SEMA,SEMA,26.87
ISONE,2018,6,4007_WCMA,WCMA,26.93
ISONE,2018,6,4008_NEMA,NEMA,26.87
ISONE,2018,7,4000_ISONE,ISO NE CA,32.89
ISONE,2018,7,4001_Maine,ME,32.38
ISONE,2018,7,4002_NH,NH,33.02
ISONE,2018,7,4003_Vermont,VT,33.1
ISONE,2018,7,4004_Connecticut,CT,32.87
ISONE,2018,7,4005_Rhode_Island,RI,32.7
ISONE,2018,7,4006_SEMA,SEMA,32.84
ISONE,2018,7,4007_WCMA,WCMA,33.01
ISONE,2018,7,4008_NEMA,NEMA,32.92
ISONE,2018,8,4000_ISONE,ISO NE CA,39.16
ISONE,2018,8,4001_Maine,ME,38.69
ISONE,2018,8,4002_NH,NH,39.34
ISONE,2018,8,4003_Vermont,VT,39.22
ISONE,2018,8,4004_Connecticut,CT,38.65
ISONE,2018,8,4005_Rhode_Island,RI,39.2
ISONE,2018,8,4006_SEMA,SEMA,39.66
ISONE,2018,8,4007_WCMA,WCMA,39.2
ISONE,2018,8,4008_NEMA,NEMA,39.42
ISONE,2018,9,4000_ISONE,ISO NE CA,33.89
ISONE,2018,9,4001_Maine,ME,33.24
ISONE,2018,9,4002_NH,NH,34.12
ISONE,2018,9,4003_Vermont,VT,33.72
ISONE,2018,9,4004_Connecticut,CT,33.33
ISONE,2018,9,4005_Rhode_Island,RI,34.12
ISONE,2018,9,4006_SEMA,SEMA,35.95
ISONE,2018,9,4007_WCMA,WCMA,33.94
ISONE,2018,9,4008_NEMA,NEMA,34.15
ISONE,2018,10,4000_ISONE,ISO NE CA,38.46
ISONE,2018,10,4001_Maine,ME,37.71
ISONE,2018,10,4002_NH,NH,38.85
ISONE,2018,10,4003_Vermont,VT,37.82
ISONE,2018,10,4004_Connecticut,CT,37.76
ISONE,2018,10,4005_Rhode_Island,RI,38.23
ISONE,2018,10,4006_SEMA,SEMA,39.47
ISONE,2018,10,4007_WCMA,WCMA,38.48
ISONE,2018,10,4008_NEMA,NEMA,38.86
ISONE,2018,11,4000_ISONE,ISO NE CA,57.48
ISONE,2018,11,4001_Maine,ME,56.37
ISONE,2018,11,4002_NH,NH,57.64
ISONE,2018,11,4003_Vermont,VT,56.63
ISONE,2018,11,4004_Connecticut,CT,56.12
ISONE,2018,11,4005_Rhode_Island,RI,57.15
ISONE,2018,11,4006_SEMA,SEMA,57.67
ISONE,2018,11,4007_WCMA,WCMA,57.51
ISONE,2018,11,4008_NEMA,NEMA,58.06
ISONE,2018,12,4000_ISONE,ISO NE CA,47.31
ISONE,2018,12,4001_Maine,ME,47.53
ISONE,2018,12,4002_NH,NH,47.7
ISONE,2018,12,4003_Vermont,VT,46.67
ISONE,2018,12,4004_Connecticut,CT,45.87
ISONE,2018,12,4005_Rhode_Island,RI,47.05
ISONE,2018,12,4006_SEMA,SEMA,47.55
ISONE,2018,12,4007_WCMA,WCMA,47.28
ISONE,2018,12,4008_NEMA,NEMA,47.82
ISONE,2019,1,4000_ISONE,ISO NE CA,56.76
ISONE,2019,1,4001_Maine,ME,55.53
ISONE,2019,1,4002_NH,NH,56.43
ISONE,2019,1,4003_Vermont,VT,55.79
ISONE,2019,1,4004_Connecticut,CT,55.81
ISONE,2019,1,4005_Rhode_Island,RI,56.89
ISONE,2019,1,4006_SEMA,SEMA,56.97
ISONE,2019,1,4007_WCMA,WCMA,56.74
ISONE,2019,1,4008_NEMA,NEMA,57.07
ISONE,2019,2,4000_ISONE,ISO NE CA,35.62
ISONE,2019,2,4001_Maine,ME,35.01
ISONE,2019,2,4002_NH,NH,35.76
ISONE,2019,2,4003_Vermont,VT,35.06
ISONE,2019,2,4004_Connecticut,CT,35.01
ISONE,2019,2,4005_Rhode_Island,RI,35.64
ISONE,2019,2,4006_SEMA,SEMA,35.66
ISONE,2019,2,4007_WCMA,WCMA,35.64
ISONE,2019,2,4008_NEMA,NEMA,35.9
ISONE,2019,3,4000_ISONE,ISO NE CA,38.06
ISONE,2019,3,4001_Maine,ME,37.39
ISONE,2019,3,4002_NH,NH,37.99
ISONE,2019,3,4003_Vermont,VT,37.52
ISONE,2019,3,4004_Connecticut,CT,37.82
ISONE,2019,3,4005_Rhode_Island,RI,37.9
ISONE,2019,3,4006_SEMA,SEMA,38.03
ISONE,2019,3,4007_WCMA,WCMA,38.13
ISONE,2019,3,4008_NEMA,NEMA,38.22
ISONE,2019,4,4000_ISONE,ISO NE CA,26.97
ISONE,2019,4,4001_Maine,ME,26.31
ISONE,2019,4,4002_NH,NH,26.76
ISONE,2019,4,4003_Vermont,VT,26.27
ISONE,2019,4,4004_Connecticut,CT,26.85
ISONE,2019,4,4005_Rhode_Island,RI,26.83
ISONE,2019,4,4006_SEMA,SEMA,26.97
ISONE,2019,4,4007_WCMA,WCMA,27.03
ISONE,2019,4,4008_NEMA,NEMA,27.03
ISONE,2019,5,4000_ISONE,ISO NE CA,24.21
ISONE,2019,5,4001_Maine,ME,23.83
ISONE,2019,5,4002_NH,NH,24.23
ISONE,2019,5,4003_Vermont,VT,23.65
ISONE,2019,5,4004_Connecticut,CT,23.92
ISONE,2019,5,4005_Rhode_Island,RI,24.18
ISONE,2019,5,4006_SEMA,SEMA,24.77
ISONE,2019,5,4007_WCMA,WCMA,24.27
ISONE,2019,5,4008_NEMA,NEMA,24.43
ISONE,2019,6,4000_ISONE,ISO NE CA,22.09
ISONE,2019,6,4001_Maine,ME,21.97
ISONE,2019,6,4002_NH,NH,22.13
ISONE,2019,6,4003_Vermont,VT,21.71
ISONE,2019,6,4004_Connecticut,CT,21.82
ISONE,2019,6,4005_Rhode_Island,RI,22.12
ISONE,2019,6,4006_SEMA,SEMA,22.54
ISONE,2019,6,4007_WCMA,WCMA,22.09
ISONE,2019,6,4008_NEMA,NEMA,22.32
ISONE,2019,7,4000_ISONE,ISO NE CA,29.78
ISONE,2019,7,4001_Maine,ME,29.09
ISONE,2019,7,4002_NH,NH,29.68
ISONE,2019,7,4003_Vermont,VT,29.47
ISONE,2019,7,4004_Connecticut,CT,29.3
ISONE,2019,7,4005_Rhode_Island,RI,29.82
ISONE,2019,7,4006_SEMA,SEMA,30.31
ISONE,2019,7,4007_WCMA,WCMA,29.81
ISONE,2019,7,4008_NEMA,NEMA,31.08
ISONE,2019,8,4000_ISONE,ISO NE CA,25.69
ISONE,2019,8,4001_Maine,ME,25.86
ISONE,2019,8,4002_NH,NH,26.0
ISONE,2019,8,4003_Vermont,VT,25.48
ISONE,2019,8,4004_Connecticut,CT,25.19
ISONE,2019,8,4005_Rhode_Island,RI,25.54
ISONE,2019,8,4006_SEMA,SEMA,25.93
ISONE,2019,8,4007_WCMA,WCMA,25.72
ISONE,2019,8,4008_NEMA,NEMA,26.09
ISONE,2019,9,4000_ISONE,ISO NE CA,21.14
ISONE,2019,9,4001_Maine,ME,20.97
ISONE,2019,9,4002_NH,NH,21.29
ISONE,2019,9,4003_Vermont,VT,20.94
ISONE,2019,9,4004_Connecticut,CT,20.75
ISONE,2019,9,4005_Rhode_Island,RI,21.07
ISONE,2019,9,4006_SEMA,SEMA,21.35
ISONE,2019,9,4007_WCMA,WCMA,21.15
ISONE,2019,9,4008_NEMA,NEMA,21.35
ISONE,2019,10,4000_ISONE,ISO NE CA,20.75
ISONE,2019,10,4001_Maine,ME,21.08
ISONE,2019,10,4002_NH,NH,20.73
ISONE,2019,10,4003_Vermont,VT,20.25
ISONE,2019,10,4004_Connecticut,CT,20.43
ISONE,2019,10,4005_Rhode_Island,RI,20.65
ISONE,2019,10,4006_SEMA,SEMA,20.87
ISONE,2019,10,4007_WCMA,WCMA,20.76
ISONE,2019,10,4008_NEMA,NEMA,20.93
ISONE,2019,11,4000_ISONE,ISO NE CA,32.31
